Count	Phrase
319	,
285	.
89	our
80	we
28	American
21	years
17	country
15	we must
18	United States
8	the Congress
5	our southern border
3	First Step Act [reformed sentencing laws]
3	than ever before
3	the exact same
3	the fight against
3	the world.
3	to defend our
3	Gerald and Sharon [80 year olds killed by illegal alien]
2	you to choose greatness.
2	areas between our ports of entry
2	to create an immigration system that
2	I am asking the Congress to pass legislation
